Branch;Deal Expense Code;Deal Name;Deal Internal ID;Contrato;Admin Agent;Fac Name;FAC FCN;FAC Internal ID;Fac Effective Date;Deal Status;Fac Primary Borrower LegalName;Codigo GLS;Fac Maturity Date;Fac Currency;Fac Risk Type;FAC Status;Fac Global Commitment;Fac Santander Commitment;FAC Global Outstanding Amount;FAC Host Bank Share Gross Outstanding;FAC Global Available to Draw;FAC Host Bank Gross Available to Draw;FAC Type;FAC Guarantee Type
SAN  ;100010;PRX25289 100383931 REAL CAYMAN          ;--938UA6;4969251600000880;BANCO SANTANDER, S.A.         ;31,4M USD 29/08/05            ;15102010115800;--938UAK;38593;Terminated;BANCO ABN AMRO REAL S.A.,CAYMAN ISLANDS;BREG                ;41054;USD;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;PRX25238 100381354 REAL CAYMAN          ;--938UBW;4969251600000880;BANCO SANTANDER, S.A.         ;30,6M USD 12/08/05            ;15102010115600;--938UCA;38576;Terminated;BANCO ABN AMRO REAL S.A.,CAYMAN ISLANDS;BREG                ;41054;USD;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;PRX24664 100316657 REAL CAYMAN          ;--938UDR;4969251600000880;BANCO SANTANDER, S.A.         ;0,9M USD 17/06/04             ;15102010115300;--938UE5;38155;Terminated;BANCO ABN AMRO REAL S.A.,CAYMAN ISLANDS;BREG                ;41054;USD;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;1074684 200469927 ABN AMRO REAL         ;--938UFH;4969251600000120;BANCO SANTANDER, S.A.         ;75M USD 15/06/07              ;9092010150500;--938UGA;39248;Terminated;BANCO ABN AMRO REAL SA;BIAB                ;41047;USD;Singular Import Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;1074641 200468328 ABN AMRO REAL         ;--938UHM;4969251600000130;BANCO SANTANDER, S.A.         ;141,8M USD 14/06/07           ;10092010105200;--938UIE;39247;Terminated;BANCO ABN AMRO REAL SA;BIAB                ;41047;USD;Singular Import Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;PRX24657 100315222 REAL CAYMAN          ;--938UJQ;4969251600000880;BANCO SANTANDER, S.A.         ;0.2M USD 03/06/04             ;15102010115000;--938UK4;38141;Terminated;BANCO ABN AMRO REAL S.A.,CAYMAN ISLANDS;BREG                ;41044;USD;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;PRX25077 100373997 REAL CAYMAN          ;--938ULO;4969251600000880;BANCO SANTANDER, S.A.         ;1,3M USD 28/06/05             ;15102010114600;--938UM3;38531;Terminated;BANCO ABN AMRO REAL S.A.,CAYMAN ISLANDS;BREG                ;41037;USD;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;PRX24808 100345074 REAL CAYMAN          ;--938UNF;4969251600000870;BANCO SANTANDER, S.A.         ;10.4M USD 10/12/04            ;15102010114400;--938VTU;38331;Terminated;BANCO ABN AMRO REAL S.A.,CAYMAN ISLANDS;BREG                ;41036;USD;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;PRX26453 200377953 REAL CAYMAN          ;--938VWU;4969251600000870;BANCO SANTANDER, S.A.         ;4,1M USD 26/02/07             ;15102010110300;--938VYF;39139;Terminated;BANCO ABN AMRO REAL S.A.,CAYMAN ISLANDS;BREG                ;41033;USD;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;1074217 200451321 SUDAMERIS             ;--938W2N;4969251600001020;BANCO SANTANDER, S.A.         ;500M USD 30/05/07             ;20102010114400;--938W4A;39232;Terminated;BANCO SUDAMERIS BRASIL S.A.;BRSU                ;41032;USD;Singular Import Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;PRX25694 200197127 REAL CAYMAN          ;--938W82;4969251600000870;BANCO SANTANDER, S.A.         ;21,3M USD 21/06/06            ;15102010105900;--938W9H;38889;Terminated;BANCO ABN AMRO REAL S.A.,CAYMAN ISLANDS;BREG                ;41029;USD;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;PRX25434 100404773 REAL CAYMAN          ;--938WBS;4969251600000870;BANCO SANTANDER, S.A.         ;1,8M USD 21/12/05             ;15102010105600;--938WD6;38707;Terminated;BANCO ABN AMRO REAL S.A.,CAYMAN ISLANDS;BREG                ;41029;USD;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;PRX25429 100403754 REAL CAYMAN          ;--938WFP;4969251600000870;BANCO SANTANDER, S.A.         ;9,3M USD 16/12/05             ;15102010105200;--938WH9;38702;Terminated;BANCO ABN AMRO REAL S.A.,CAYMAN ISLANDS;BREG                ;41022;USD;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;1084277 200761285 ABN AMRO REAL         ;--938WJH;4969251600000160;BANCO SANTANDER, S.A.         ;122,1M USD 14/05/08           ;10092010112800;--938WL4;39582;Terminated;BANCO ABN AMRO REAL SA;BIAB                ;41022;USD;Singular Import Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
ABPLC;300018;COLBUN DISCOUNT (GLENCORE) 3.2M 22/10/13;"-;AUX6FB";;ABBEY ANPLC                   ;TERM FACILITY                 ;49221020131230;"-;AUX6RC";41569;Terminated;COLBUN S A;5CMC                ;41575;USD;Loans;TERMINATED;0;0;0;0;0;0;Term                                              ;
SANLN;500004;GLENCORE INTERNATIONAL USD3.5MM 03MAY11 ;-:9KL6I2;1110000764;SANBBIL-BARCLAYS BANK PLC LON ;FACILITY A1                   ;49050520111919;-:9KL70B;40666;Terminated;GLENCORE INTERNATIONAL AG LONDON;GIAG                ;41030;USD;Investment Credits;TERMINATED;0;0;0;0;0;0;Revolver                                          ;
SANLN;500001;EUROSTAR INTER LTD EUR 601MM 30MAR11    ;-:9O2E93;1110000772;SANBISP-CREDIT AGRICOLE CORPO ;FACILITY A                    ;49120720110942;-:9O2EAN;40632;Closed;EUROSTAR INTERNATIONAL LIMITED;GOHW                ;46111;EUR;Investment Loans;ACTIVE;72282952,57;12027113,57;23489713,74;3908438,22;48793238,83;8118675,35;Term                                              ;
SANLN;500001;EUROSTAR INTER LTD EUR 601MM 30MAR11    ;-:9O2E93;1110000772;SANBISP-CREDIT AGRICOLE CORPO ;FACILITY B                    ;49120720111009;-:9O2EVJ;40632;Closed;EUROSTAR INTERNATIONAL LIMITED;GOHW                ;46111;GBP;Investment Loans;ACTIVE;176566200,55;29378735,53;61313973,86;10201992,33;115252226,69;19176743,2;Term                                              ;
BRA  ;800008;CELULOSE IRANI USD 70MM 20JUN14 BRA     ;-:B7BNHN;1110000030;SANRABR-BANCO RABOBANK INTERN ;TERM FACILITY                 ;49240620141038;=BB7IQVV;41814;Closed;CELULOSE IRANI S.A;CIXL                ;44371;USD;Bilateral Loans;ACTIVE;70000000;35000000;70000000;35000000;0;0;Term                                              ;
ABNTS;300006;YORKSHIRE COMMUNITY TO BE TERMINATED    ;-!8IRO30;;SANHTSG-BANK OF SCOTLAND TREA ;TRANCHE A1                    ;43004091357;-!8IRO3A;39457;Terminated;YORKSHIRE HOUSING LTD;Y00N                ;39458;GBP;Loans - Long Term;TERMINATED;0;0;;;0;0;Term                                              ;
ABNTS;300006;YORKSHIRE COMMUNITY TO BE TERMINATED    ;-!8IRO30;;SANHTSG-BANK OF SCOTLAND TREA ;TRANCHE A2                    ;43004091402;-!8IROGA;39457;Terminated;YORKSHIRE HOUSING LTD;Y00N                ;41284;GBP;Loans - Long Term;TERMINATED;0;0;;;0;0;Term                                              ;
ABNTS;300006;YORKSHIRE COMMUNITY TO BE TERMINATED    ;-!8IRO30;;SANHTSG-BANK OF SCOTLAND TREA ;TRANCHE B1                    ;43004091404;-!8IROLV;39457;Terminated;YORKSHIRE HOUSING LTD;Y00N                ;41284;GBP;Loans - Long Term;TERMINATED;0;0;;;0;0;Term                                              ;
ABNTS;300006;YORKSHIRE COMMUNITY TO BE TERMINATED    ;-!8IRO30;;SANHTSG-BANK OF SCOTLAND TREA ;TRANCHE B2                    ;43004091408;-!8IROTO;39457;Terminated;YORKSHIRE HOUSING LTD;Y00N                ;41284;GBP;Loans - Long Term;TERMINATED;0;0;;;0;0;Term                                              ;
SAN  ;100005;AV. ALFAMBRA USD 22,15MM15/02/07(TB)(MIG;-?AQAT9D;4915001601189110;BANCO SANTANDER, S.A.         ;TRAMO UNICO                   ;19022014133600;-?AQATNM;39128;Closed;AVIONES ALFAMBRA CRJ-900 AIE;0KNN                ;42901;USD;Syndicated Loan Investment Portfolio;ACTIVE;6921702,19;1347622,59;6921702,19;1347622,59;0;0;Term                                              ;
SAN  ;100005;AV. CARRAIXET USD 16M 15/03/06 (MIG(TB) ;-?AQAVGE;4915001601189130;BANCO SANTANDER, S.A.         ;TRAMO UNICO                   ;10022014115000;-?AQAVOL;38791;Closed;AVIONES CARRAIXET CRJ-200 II AIE;WA7O                ;42513;USD;Syndicated Loan Investment Portfolio;ACTIVE;4245066,81;1061266,71;4245066,81;1061266,71;0;0;Term                                              ;
SANLN;500008;COSAN SA USD 230MM 08SEP09              ;-.8ZWOBY;1110000708;SANBDSD-BANCO SANTANDER LONDR ;TERM FACILITY                 ;49290320101833;-.8ZWOVD;40064;Closed;RAIZEN TARUMA LTDA;NAU1                ;41912;USD;Singular Export Finance;ACTIVE;0;0;0;0;0;0;Term                                              ;
SAN  ;100005;SANZ BRIZ SA EUR 15MM 24/03/11          ;-.9IB671; ;BANCO SANTANDER, S.A.         ;TRAMO SANZ BRIZ               ;18242510373101;-.9IB67G;40625;Closed;SANZ BRIZ S.A.;04RQ                ;46105;EUR;Loans - Long Term;ACTIVE;12450000;6703846,01;12450000;6703846,01;0;0;Term                                              ;
SAN  ;100005;SANZ BRIZ SA EUR 15MM 24/03/11          ;-.9IB671; ;BANCO SANTANDER, S.A.         ;TRAMO SANZ BRIZ               ;18242510373101;-.9IB67G;40625;Closed;SANZ BRIZ S.A.;04RQ                ;46105;EUR;Syndicated Loan Investment Portfolio;ACTIVE;12450000;6703846,01;12450000;6703846,01;0;0;Term                                              ;
SAN  ;100011;OI  S.A. 397MM USD03/10/2014 (1797)     ;-.BDLAVY;4917971600000870;SANBISP-CREDIT AGRICOLE CORPO ;TERM A                        ;49201020141122;-.BDLBL4;41933;Closed;OI S.A.;BTSO                ;44880;USD;Syndicated Buyer's Credit;ACTIVE;132419968,8;33104992,2;132419968,8;33104992,2;0;0;Term                                              ;
SAN  ;100011;OI  S.A. 397MM USD03/10/2014 (1797)     ;-.BDLAVY;4917971600000870;SANBISP-CREDIT AGRICOLE CORPO ;TRAMO B                       ;49201020141711;-.BDLRRR;41933;Closed;OI S.A.;BTSO                ;45245;USD;Syndicated Buyer's Credit;ACTIVE;256118033,48;64029508,37;;;256118033,48;64029508,37;Term                                              ;
SAN  ;100003;FORTUNY FRESHWATER EUR166M 09/12/14 (MIG;-.BDLMWO;4915001601189580;BANCO SANTANDER, S.A.         ;TRAMO PRESTAMO                ;49211020141537;-.BDLMWY;41982;Closed;ISC FRESH WATER INVESTMENT SOCIMI SA.;IHQA                ;44539;EUR;Syndicated Loan Investment Portfolio;ACTIVE;162680000;39074383,56;162680000;39074383,56;0;0;Term                                              ;
SAN  ;100011;MRTT FINANCE 1090MM USD AMP 23/12/09    ;-(9B9AXY;4917971600000210;BANCO SANTANDER, S.A.         ;MRTT FINANCE COMPANY BV       ;5112010102400;-(9B9BLU;40177;Closed;STICHTING MRTT FINANCE COMPANY;S3F6                ;45649;USD;Buyer's Credit;ACTIVE;338354049,5;338354049,5;338354049,5;338354049,5;0;0;Term                                              ;
ABNTS;300004;CINEWORLD 210311 GBP 170M               ;-(9IPVM5;;SANBBIL-BARCLAYS BANK PLC LON ;TRANCHE A                     ;121032011111;-(9IPWOC;40623;Terminated;CINEWORLD GROUP PLC;C2VU                ;41697;GBP;Loans;TERMINATED;0;0;0;0;0;0;Term                                              ;
ABNTS;300004;CINEWORLD 210311 GBP 170M               ;-(9IPVM5;;SANBBIL-BARCLAYS BANK PLC LON ;TRANCHE B                     ;12301111129;-(9IPX97;40623;Terminated;CINEWORLD GROUP PLC;C2VU                ;41697;GBP;Loans;TERMINATED;0;0;0;0;0;0;Revolver                                          ;
ABNTS;300004;BURBERRY GROUP PLC 160311 GBP 300M (MRL);-(9IQ47B;;SANLOYM-LLOYDS TSB BANK PLC,  ;MULTICURRENCY REVOLVING FAC.  ;1230311142;-(9IQ5CA;40625;Terminated;BURBERRY GROUP PLC, LONDON;BGPL                ;42012;GBP;Loans;TERMINATED;0;0;;;0;0;Revolver                                          ;
SANLN;500010;SN POWER INV USD 79,5 MM TERM 05OCT2009 ;-)8SI01A;1110000662;SANBDSD-BANCO SANTANDER LONDR ;TERM LOAN FACILITY            ;49051120091900;-)8SI256;40091;Terminated;SN POWER CHILE INV. ELECTRICAS LIMITADA;SQ36                ;41096;USD;Bilateral Loans;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100004;DESARROLLO IND ARICAM EUR 39MM 06/08/09 ;-)8T5Y8W; ;SANBECM-BANCO ESPANOL DE CRED ;TRAMO SINDICADO               ;51172116157571;-)8T5YE3;40031;Terminated;DESARROLLO INDUSTRIAL ARICAM;DO4Z                ;42772;EUR;Loans;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100004;DESARROLLO IND ARICAM EUR 39MM 06/08/09 ;-)8T5Y8W; ;SANBECM-BANCO ESPANOL DE CRED ;TRAMO SINDICADO               ;51172116157571;-)8T5YE3;40031;Terminated;DESARROLLO INDUSTRIAL ARICAM;DO4Z                ;42772;EUR;Syndicated Loan Investment Portfolio;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100009;EUROWATTS E. REN. 35M EUR 22/07/08 CLOII;-)98Y6ON; ;SANCHLP-CAIXA BANCO DE INVEST ;ENERPLUS TERM LOAN            ;49210920101313;-)98Y7JU;39651;Terminated;ENERPLUS PR DE ENERG ELEC LDA;E1EW                ;44469;EUR;Loans;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100009;EUROWATTS E. REN. 35M EUR 22/07/08 CLOII;-)98Y6ON; ;SANCHLP-CAIXA BANCO DE INVEST ;HDC TERM LOAN                 ;49210920101317;-)98Y7QH;39651;Terminated;ENERPLUS PR DE ENERG ELEC LDA;E1EW                ;45565;EUR;Loans;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100009;EUROWATTS E. REN. 35M EUR 22/07/08 CLOII;-)98Y6ON; ;SANCHLP-CAIXA BANCO DE INVEST ;HDL TERM LOAN                 ;49210920101320;-)98Y7VM;39651;Terminated;ENERPLUS PR DE ENERG ELEC LDA;E1EW                ;45199;EUR;Loans;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100009;GENERG EUR 363M 26/11/08 CLOII          ;-)98YH6J; ;SANBPID-BPI BANCO PORTUGUES I ;TERM LOAN I                   ;49210920101644;-)98YHBS;39778;Closed;GENERG - SOCIEDADE GESTORA DE PARTICIPACOES SOCIAIS, S.A.;8GEN                ;43095;EUR;Loans;ACTIVE;48016366,81;3601760,91;48016366,81;3601760,91;0;0;Term                                              ;
SAN  ;100009;GENERG EUR 363M 26/11/08 CLOII          ;-)98YH6J; ;SANBPID-BPI BANCO PORTUGUES I ;TERM LOAN I                   ;49210920101644;-)98YHBS;39778;Closed;GENERG - SOCIEDADE GESTORA DE PARTICIPACOES SOCIAIS, S.A.;8GEN                ;43095;EUR;Syndicated Loan Investment Portfolio;ACTIVE;48016366,81;3601760,91;48016366,81;3601760,91;0;0;Term                                              ;
SAN  ;100009;GENERG EUR 363M 26/11/08 CLOII          ;-)98YH6J; ;SANBPID-BPI BANCO PORTUGUES I ;TERM LOAN II                  ;49210920101650;-)98YHHE;39778;Closed;GENERG - SOCIEDADE GESTORA DE PARTICIPACOES SOCIAIS, S.A.;8GEN                ;43095;EUR;Syndicated Loan Investment Portfolio;ACTIVE;17240912,69;1293259,9;17240912,69;1293259,9;0;0;Term                                              ;
SAN  ;100009;GENERG EUR 363M 26/11/08 CLOII          ;-)98YH6J; ;SANBPID-BPI BANCO PORTUGUES I ;TERM LOAN II                  ;49210920101650;-)98YHHE;39778;Closed;GENERG - SOCIEDADE GESTORA DE PARTICIPACOES SOCIAIS, S.A.;8GEN                ;43095;EUR;Loans;ACTIVE;17240912,69;1293259,9;17240912,69;1293259,9;0;0;Term                                              ;
SAN  ;100009;GENERG EUR 363M 26/11/08 CLOII          ;-)98YH6J; ;SANBPID-BPI BANCO PORTUGUES I ;TERM LOAN III                 ;49210920101651;-)98YHLC;39778;Closed;GENERG - SOCIEDADE GESTORA DE PARTICIPACOES SOCIAIS, S.A.;8GEN                ;46199;EUR;Loans;ACTIVE;188595592,6;14146764,55;188595592,6;14146764,55;0;0;Term                                              ;
SAN  ;100009;GENERG EUR 363M 26/11/08 CLOII          ;-)98YH6J; ;SANBPID-BPI BANCO PORTUGUES I ;TERM LOAN III                 ;49210920101651;-)98YHLC;39778;Closed;GENERG - SOCIEDADE GESTORA DE PARTICIPACOES SOCIAIS, S.A.;8GEN                ;46199;EUR;Syndicated Loan Investment Portfolio;ACTIVE;188595592,6;14146764,55;188595592,6;14146764,55;0;0;Term                                              ;
SAN  ;100009;GENERG EUR 363M 26/11/08 CLOII          ;-)98YH6J; ;SANBPID-BPI BANCO PORTUGUES I ;DSR FACILITY                  ;49210920101705;-)98YI6K;39778;Closed;GENERG - SOCIEDADE GESTORA DE PARTICIPACOES SOCIAIS, S.A.;8GEN                ;46199;EUR;Syndicated Loan Investment Portfolio;ACTIVE;21300000,01;0;;;21300000,01;0;Revolver                                          ;
SAN  ;100009;GENERG EUR 363M 26/11/08 CLOII          ;-)98YH6J; ;SANBPID-BPI BANCO PORTUGUES I ;DSR FACILITY                  ;49210920101705;-)98YI6K;39778;Closed;GENERG - SOCIEDADE GESTORA DE PARTICIPACOES SOCIAIS, S.A.;8GEN                ;46199;EUR;Loans - Revolving;ACTIVE;21300000,01;0;;;21300000,01;0;Revolver                                          ;
ABNTS;300016;SHIRE USD 850M 11JAN15                  ;-)BISGH1;;SANCEPC-CITIBANK INTERNATIONA ;TERM LOAN FACILITY            ;49290120151318;-)BISIAN;42015;Closed;SHIRE PLC;T27G                ;42380;USD;Loans - Long Term;ACTIVE;850000000;85000000;850000000;85000000;0;0;Term                                              ;SAS - Joint & Several
SAN  ;100004;INSTALACIONES ESP PUBLICIDAD 23,88M EUR ;-)BISWK3;;SANBBVD-BANCO BILBAO VIZCAYA  ;PRESTAMO A                    ;=-XBIU4H1;=-XBIU4H1;42031;Pending;INSTALACIONES ESPECIALES DE PUBLICIDAD EXTERIOR SL;WSH7                ;43099;EUR;Syndicated Loan Investment Portfolio;PENDING;20572127,31;0;;;0;0;Term                                              ;
SAN  ;100004;INSTALACIONES ESP PUBLICIDAD 23,88M EUR ;-)BISWK3;;SANBBVD-BANCO BILBAO VIZCAYA  ;CREDITO B                     ;=-XBIU4NA;=-XBIU4NA;42031;Pending;INSTALACIONES ESPECIALES DE PUBLICIDAD EXTERIOR SL;WSH7                ;43099;EUR;Syndicated Credit Investment Portfolio;PENDING;2413418,2;0;;;0;0;Revolver                                          ;
SAN  ;100004;INSTALACIONES ESP PUBLICIDAD 23,88M EUR ;-)BISWK3;;SANBBVD-BANCO BILBAO VIZCAYA  ;CREDITO CIRCULANTE            ;=-XBIU4PQ;=-XBIU4PQ;42031;Pending;INSTALACIONES ESPECIALES DE PUBLICIDAD EXTERIOR SL;WSH7                ;43099;EUR;Syndicated Credit Investment Portfolio;PENDING;700000;0;;;0;0;Revolver                                          ;
ABNTS;300004;IMI GROUP 060509 ?30M C5                ;-@8KZ2WL;;ABBEY ANTS                    ;TRANCHE A                     ;11206091120;-@8KZ3KO;39939;Terminated;IMI GROUP LIMITED;IGY7                ;40819;EUR;Loans - Revolving;TERMINATED;0;0;;;0;0;Revolver                                          ;
ABNTS;300004;DUKE OF WESTMINSTER 111208 GBP 50M C5   ;-@8KZ415;;ABBEY ANTS                    ;TRANCHE A                     ;11206091133;-@8KZ41F;39793;Terminated;TRUSTEES OF 2ND DUKE OF WESTMINSTER'S WILL TRUST;SEDU                ;41254;GBP;Loans - Revolving;TERMINATED;0;0;0;0;0;0;Revolver                                          ;
ABNTS;300006;SOUTH YORKSHIRE HA (TERMINATE)          ;-@8KZ5AN;;SANRR8S-ROYAL BANK OF SCOTLAN ;TRANCHE A                     ;41206091216;-@8KZ5AX;39681;Terminated;SOUTH YORKSHIRE HA;SY04                ;41740;GBP;Loans - Long Term;TERMINATED;0;0;0;0;0;0;Term                                              ;
ABNTS;300006;SOUTH YORKSHIRE HA (TERMINATE)          ;-@8KZ5AN;;SANRR8S-ROYAL BANK OF SCOTLAN ;TRANCHE B                     ;41206091217;-@8KZ66D;39681;Terminated;SOUTH YORKSHIRE HA;SY04                ;41740;GBP;Loans - Long Term;TERMINATED;0;0;0;0;0;0;Term                                              ;
ABNTS;300006;YORKSHIRE HOUSING                       ;-@8KZGDK;;ABBEY ANTS                    ;TRANCHE A1                    ;41206091555;-@8KZGDU;39457;Closed;YORKSHIRE HOUSING LTD;Y00N                ;50413;GBP;Loans - Long Term;ACTIVE;60000000;60000000;54000000;54000000;6000000;6000000;Term                                              ;
ABNTS;300006;YORKSHIRE HOUSING                       ;-@8KZGDK;;ABBEY ANTS                    ;TRANCHE A2                    ;41206091559;-@8KZGEW;39457;Closed;YORKSHIRE HOUSING LTD;Y00N                ;50413;GBP;Loans - Long Term;ACTIVE;10000000;10000000;10000000;10000000;0;0;Term                                              ;
ABNTS;300006;YORKSHIRE HOUSING                       ;-@8KZGDK;;ABBEY ANTS                    ;TRANCHE B1                    ;41206091602;-@8KZGQK;39457;Closed;YORKSHIRE HOUSING LTD;Y00N                ;50413;GBP;Loans - Long Term;ACTIVE;70000000;70000000;40000000;40000000;30000000;30000000;Term                                              ;
ABNTS;300006;YORKSHIRE HOUSING                       ;-@8KZGDK;;ABBEY ANTS                    ;TRANCHE B2                    ;41206091605;-@8KZGVY;39457;Closed;YORKSHIRE HOUSING LTD;Y00N                ;50413;GBP;Loans - Long Term;ACTIVE;10000000;10000000;0;0;10000000;10000000;Term                                              ;
ABNTS;300006;YORKSHIRE HOUSING                       ;-@8KZGDK;;ABBEY ANTS                    ;TRANCHE D                     ;41412111145;0-9W1KPQ;40893;Closed;YORKSHIRE HOUSING LTD;Y00N                ;50049;GBP;Loans;ACTIVE;50000000;50000000;0;0;50000000;50000000;Term                                              ;
